name,positive ratings,negative ratings,total reviews,rating percentage,category,first_release_date,platforms,genres,aggregated_rating,aggregated_rating_count,public_rating_igdb,public_rating_count,game_engines,game_modes,player_perspectives
At Home Alone Final,6490,189,6679,93.84%,main_game,1640908800,['PC (Microsoft Windows)'],"['Puzzle', 'Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure', 'Indie']",,,,,,['Single player'],['Bird view or Isometric']
Rabbit and Steel,6122,174,6296,93.84%,main_game,1715212800,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Indie']",,,,,['GameMaker Studio 2'],"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
Fox Hime Zero,5289,141,5430,93.84%,main_game,1527120000,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Indie']",,,8,2,,['Single player'],['Text']
Psychonauts 2,10940,380,11320,93.83%,main_game,1629763200,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac']","['Platform', 'Adventure']",8.7,11.0,8.9,142,['Unreal Engine 4'],['Single player'],['Third person']
Spirit City: Lofi Sessions,5855,164,6019,93.83%,main_game,1712534400,['PC (Microsoft Windows)'],"['Point-and-click', 'Simulator', 'Indie']",,,,,['Unreal Engine 5'],['Single player'],['Side view']
Detroit: Become Human,120237,6145,126382,93.82%,main_game,1527206400,"['PC (Microsoft Windows)', 'PlayStation 4']","['Puzzle', 'Adventure']",7.8,15.0,8.2,918,,['Single player'],['Third person']
Streets of Rogue,20326,821,21147,93.82%,main_game,1562803200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Shooter', 'Role-playing (RPG)', 'hack and slash or beat em up', 'Adventure', 'Indie']",8.4,3.0,6.5,33,['Unity'],"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",['Bird view or Isometric']
Mullet MadJack,4602,116,4718,93.82%,main_game,1715731200,['PC (Microsoft Windows)'],"['Shooter', 'Indie']",8.9,4.0,7.7,13,['Unity'],['Single player'],['First person']
Hello Charlotte: Childhood's End,2249,33,2282,93.82%,main_game,1515110400,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Indie', 'Visual Novel']",,,7.1,14,['RPG Maker'],['Single player'],['Text']
Cult of the Lamb,83048,4110,87158,93.81%,main_game,1660176000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Mac', 'Nintendo Switch']","['Role-playing (RPG)', 'Simulator', 'Strategy', 'hack and slash or beat em up', 'Adventure', 'Indie']",8.9,8.0,8,117,['Unity'],"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",['Bird view or Isometric']
Halls of Torment,23123,963,24086,93.80%,main_game,1724630400,"['PC (Microsoft Windows)', 'Android', 'Linux', 'iOS']","['Role-playing (RPG)', 'Indie']",9.0,1.0,8.9,23,['Godot Engine'],['Single player'],['Bird view or Isometric']
Monster Train,19582,788,20370,93.80%,main_game,1590019200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'Xbox One', 'iOS', 'Nintendo Switch']","['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Indie', 'Card & Board Game']",8.5,6.0,8.2,48,['Unity'],"['Single player', 'Multiplayer']",['Side view']
Epiphyllum in Love,2102,29,2131,93.80%,main_game,1584316800,['PC (Microsoft Windows)'],"['Adventure', 'Indie', 'Visual Novel']",,,,,,['Single player'],['Text']
It Takes Two,168891,8939,177830,93.79%,main_game,1616630400,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Platform', 'Puzzle', 'Adventure']",9.0,19.0,8.9,542,['Unreal Engine 4'],"['Multiplayer', 'Co-operative', 'Split screen']",['Third person']
Bugsnax,5763,164,5927,93.78%,port,1689120000,"['PC (Microsoft Windows)', 'iOS']","['Puzzle', 'Adventure', 'Indie']",7.6,9.0,7.5,43,['Irrlicht Engine'],['Single player'],['First person']
Katawa Shoujo,1756,19,1775,93.78%,port,1723680000,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Indie', 'Visual Novel']",,,8.1,91,"[""Ren'Py""]",['Single player'],['Text']
Being a DIK,10645,375,11020,93.77%,main_game,1581638400,['PC (Microsoft Windows)'],"['Point-and-click', 'Role-playing (RPG)', 'Indie', 'Visual Novel']",,,6.9,11,"[""Ren'Py Visual Novel Engine""]",['Single player'],['Text']
100 Asian Cats,5924,171,6095,93.77%,main_game,1702771200,['PC (Microsoft Windows)'],"['Point-and-click', 'Puzzle', 'Indie']",,,,,['Unity'],['Single player'],['Side view']
REFLEXIA Prototype ver.,5898,170,6068,93.77%,main_game,1661904000,['PC (Microsoft Windows)'],['Visual Novel'],,,,,,['Single player'],['Text']
Snake Force,5273,145,5418,93.77%,main_game,1637280000,['PC (Microsoft Windows)'],"['Shooter', 'Indie']",,,,,,['Single player'],['Bird view or Isometric']
In Stars And Time,3583,80,3663,93.77%,main_game,1700438400,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Nintendo Switch']","['Role-playing (RPG)', 'Turn-based strategy (TBS)', 'Adventure']",9.0,1.0,8.3,8,['RPG Maker'],['Single player'],['Bird view or Isometric']
Kerbal Space Program,117261,6071,123332,93.76%,main_game,1430092800,"['PC (Microsoft Windows)', 'Wii U', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Simulator', 'Indie']",8.7,9.0,8.8,168,['Unity'],['Single player'],"['First person', 'Third person', 'Bird view or Isometric']"
Rivals of Aether,32573,1450,34023,93.76%,main_game,1490659200,"['PC (Microsoft Windows)', 'Xbox One', 'Nintendo Switch']","['Fighting', 'Platform', 'Indie']",,,7.8,28,"['GameMaker Studio', 'GameMaker Studio 2']","['Single player', 'Multiplayer', 'Co-operative']",['Side view']
Picayune Dreams,1911,24,1935,93.76%,main_game,1701648000,['PC (Microsoft Windows)'],"['Shooter', 'Indie', 'Arcade']",,,,,,['Single player'],['Bird view or Isometric']
Besiege,46027,2156,48183,93.75%,main_game,1581984000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Puzzle', 'Simulator', 'Strategy', 'Indie']",8.5,1.0,7.5,59,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
Nuclear Throne,16878,669,17547,93.75%,mod,1510444800,['PC (Microsoft Windows)'],"['Shooter', 'Arcade']",8.4,6.0,7.1,91,['Game Maker Studio'],['Single player'],['Bird view or Isometric']
Tinykin,2500,43,2543,93.75%,main_game,1661817600,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Platform', 'Puzzle', 'Adventure', 'Indie', 'Arcade']",8.3,4.0,8,42,['Unity'],['Single player'],['Third person']
The Void Rains Upon Her Heart,1372,9,1381,93.75%,main_game,1518566400,['PC (Microsoft Windows)'],"['Shooter', 'Indie']",,,7,2,['GameMaker'],['Single player'],['Side view']
Ori and the Blind Forest: Definitive Edition,61217,2977,64194,93.74%,expanded_game,1457654400,"['PC (Microsoft Windows)', 'Xbox One', 'Nintendo Switch']","['Platform', 'Adventure']",8.6,7.0,8.5,256,['Unity'],['Single player'],['Side view']
The Planet Crafter: Prologue,10062,352,10414,93.74%,trial,1649923707,['PC (Microsoft Windows)'],,,,7,17,,['Single player'],['First person']
Kingdom Rush Frontiers,8468,281,8749,93.74%,main_game,1370476800,"['PC (Microsoft Windows)', 'Android', 'Xbox One', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Real Time Strategy (RTS)', 'Strategy', 'Indie']",8.0,2.0,7.6,32,,['Single player'],['Bird view or Isometric']
提西探险社,2874,56,2930,93.74%,main_game,1669980038,['PC (Microsoft Windows)'],,,,,,,['Single player'],['Text']
Half-Life 2: Episode One,30146,1336,31482,93.73%,standalone_expansion,1149120000,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360', 'Linux', 'Mac']",['Shooter'],8.7,4.0,8.4,791,['Source'],['Single player'],['First person']
Car Mechanic Simulator 2021,25011,1075,26086,93.73%,main_game,1518480000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'iOS']","['Racing', 'Simulator', 'Indie']",,,7.7,13,['Unity'],['Single player'],['First person']
The Elder Scrolls IV: Oblivion,44707,2105,46812,93.72%,main_game,1142812800,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360']","['Role-playing (RPG)', 'Adventure']",8.1,8.0,8.5,1000,['Gamebryo'],['Single player'],"['First person', 'Third person']"
The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe,44707,2105,46812,93.72%,main_game,1142812800,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360']","['Role-playing (RPG)', 'Adventure']",8.1,8.0,8.5,1000,['Gamebryo'],['Single player'],"['First person', 'Third person']"
Sayonara Wild Hearts,7768,253,8021,93.72%,main_game,1568851200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Music', 'Adventure', 'Indie', 'Arcade']",8.1,8.0,7.7,92,['Unity'],['Single player'],['Third person']
Tiny Glade,6602,203,6805,93.72%,main_game,1727049600,"['PC (Microsoft Windows)', 'Linux']","['Simulator', 'Indie']",6.0,1.0,,,,['Single player'],['Bird view or Isometric']
Outpath: First Journey,4597,121,4718,93.72%,main_game,1671235200,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",,,,,,['Single player'],['Third person']
Total War: MEDIEVAL II - Definitive Edition,30375,1354,31729,93.71%,main_game,1163623200,['PC (Microsoft Windows)'],['Strategy'],9.0,4.0,8.7,214,,['Single player'],['Bird view or Isometric']
Mini Motorways,19089,784,19873,93.71%,main_game,1568851200,"['PC (Microsoft Windows)', 'iOS', 'Mac', 'Nintendo Switch']","['Puzzle', 'Simulator', 'Strategy', 'Indie']",8.6,4.0,8.3,33,['Unity'],['Single player'],
FlatOut 2,16569,662,17231,93.71%,main_game,1151625600,"['PlayStation 2', 'PC (Microsoft Windows)', 'Xbox', 'Xbox One', 'Linux', 'Mac']","['Racing', 'Sport', 'Arcade']",8.3,5.0,8.2,234,,"['Single player', 'Multiplayer', 'Split screen']","['First person', 'Third person']"
shapez,11813,438,12251,93.70%,main_game,1591488000,"['PC (Microsoft Windows)', 'Android', 'Linux', 'iOS', 'Mac']","['Puzzle', 'Simulator', 'Strategy', 'Indie']",,,7.7,18,,['Single player'],['Bird view or Isometric']
Batman: Arkham City™,2056,30,2086,93.70%,main_game,1318896000,"['PC (Microsoft Windows)', 'OnLive Game System', 'PlayStation 3', 'Xbox 360', 'Nintendo Switch']","['hack and slash or beat em up', 'Adventure']",9.1,13.0,8.7,2000,['Unreal Engine'],['Single player'],['Third person']
A Tower Full of Cats,1303,8,1311,93.70%,main_game,1716163200,"['PC (Microsoft Windows)', 'Linux']","['Point-and-click', 'Puzzle', 'Adventure']",,,,,,['Single player'],['Bird view or Isometric']
Resident Evil 7 Biohazard,85460,4362,89822,93.69%,main_game,1485216000,"['PC (Microsoft Windows)', 'Google Stadia', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation VR', 'PlayStation 4', 'Xbox One', 'iOS', 'Mac']","['Shooter', 'Puzzle', 'Adventure']",8.8,31.0,8.4,787,['RE Engine'],['Single player'],"['First person', 'Virtual Reality']"
Paint the Town Red,26428,1163,27591,93.68%,main_game,1627516800,['PC (Microsoft Windows)'],"['Action', 'Indie']",7.0,2.0,6.9,18,,['Single player'],['First person']
Crypt of the NecroDancer,23431,1010,24441,93.68%,dlc_addon,1710288000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Linux', 'Mac', 'Nintendo Switch']","['Music', 'Role-playing (RPG)', 'Turn-based strategy (TBS)', 'Indie']",8.8,10.0,7.7,138,,"['Single player', 'Multiplayer', 'Co-operative']",['Bird view or Isometric']
5D Chess With Multiverse Time Travel,7258,234,7492,93.68%,main_game,1595376000,"['PC (Microsoft Windows)', 'Mac']","['Puzzle', 'Strategy', 'Turn-based strategy (TBS)', 'Indie']",,,,,,"['Single player', 'Multiplayer']",['Bird view or Isometric']
Grimhook,2959,61,3020,93.68%,main_game,1702080000,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",,,,,['Unreal Engine 5'],['Single player'],['First person']
候鸟,2736,53,2789,93.68%,main_game,1673476627,['PC (Microsoft Windows)'],,,,,,,['Single player'],['Text']
Super Lesbian Animal RPG,1327,9,1336,93.68%,main_game,1671494400,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Indie']",,,,,['RPG Maker VX Ace'],['Single player'],['Bird view or Isometric']
Noita,66918,3343,70261,93.67%,main_game,1602720000,['PC (Microsoft Windows)'],"['Shooter', 'Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie', 'Arcade']",8.1,4.0,8,66,['Falling Everything Engine'],['Single player'],['Side view']
Spiritfarer®: Farewell Edition,37694,1760,39454,93.66%,main_game,1597778400,"['PC (Microsoft Windows)', 'Linux', 'macOS', 'Nintendo Switch', 'PlayStation 4', 'Xbox One', 'Google Stadia', 'iOS', 'Android']","['Adventure', 'Indie', 'Simulation']",,,7.3,17,['Unity'],['Single player'],['Side view']
Mini Metro,14535,573,15108,93.66%,main_game,1445472000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Puzzle', 'Simulator', 'Strategy', 'Indie', 'Arcade']",10.0,1.0,7.6,117,['Unity'],['Single player'],['Bird view or Isometric']
Nightmare Kart,4749,130,4879,93.66%,main_game,1717113600,['PC (Microsoft Windows)'],"['Racing', 'Arcade']",,,,,['Unreal Engine 4'],"['Single player', 'Multiplayer', 'Split screen']",['Third person']
The Legend of Heroes: Trails in the Sky SC,3293,74,3367,93.66%,main_game,1141862400,"['PC (Microsoft Windows)', 'PlayStation 3', 'PlayStation Vita', 'PlayStation Portable']","['Role-playing (RPG)', 'Turn-based strategy (TBS)']",8.0,1.0,9,39,,['Single player'],"['Third person', 'Bird view or Isometric']"
ASTLIBRA ～生きた証～ Revision,23376,1015,24391,93.65%,remake,1665619200,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Role-playing (RPG)', 'Strategy', 'Adventure']",,,,,,['Single player'],['Side view']
Bug Fables: The Everlasting Sapling,4948,139,5087,93.65%,main_game,1574294400,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Role-playing (RPG)', 'Turn-based strategy (TBS)', 'Adventure', 'Indie']",9.0,1.0,7.6,19,['Unity'],['Single player'],['Third person']
My Friend Pedro,25834,1144,26978,93.64%,main_game,1560988800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Shooter', 'Platform', 'Adventure', 'Indie', 'Arcade']",7.3,11.0,7.5,157,['Unity'],['Single player'],['Side view']
TCG Card Shop Simulator,8912,311,9223,93.64%,main_game,1726358400,['PC (Microsoft Windows)'],['Simulator'],,,,,,['Single player'],['First person']
Hidden Folks,8776,305,9081,93.64%,main_game,1487116800,"['PC (Microsoft Windows)', 'Android', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",8.0,6.0,7.4,48,['Unity'],['Single player'],['Bird view or Isometric']
Living With Sister: Monochrome Fantasy,6536,206,6742,93.64%,main_game,1711152000,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Indie', 'Visual Novel']",,,,,,['Single player'],"['Side view', 'Text']"
Winter Memories,5999,183,6182,93.64%,main_game,1704499200,['PC (Microsoft Windows)'],"['Simulator', 'Adventure', 'Visual Novel']",,,,,,['Single player'],['Bird view or Isometric']
Touhou Hero of Ice Fairy,4860,136,4996,93.64%,main_game,1706918400,['PC (Microsoft Windows)'],"['Shooter', 'Platform', 'Role-playing (RPG)', 'Adventure', 'Indie']",,,,,,['Single player'],['Side view']
SuchArt!,4041,103,4144,93.64%,main_game,1665619200,['PC (Microsoft Windows)'],"['Simulator', 'Adventure', 'Indie']",,,7.5,5,,['Single player'],['First person']
BLACK BOX LSS - 闪耀的永生者,1376,11,1387,93.63%,main_game,1697785544,['PC (Microsoft Windows)'],,,,,,,,
Abiotic Factor,16466,673,17139,93.62%,main_game,1714608000,['PC (Microsoft Windows)'],"['Shooter', 'Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie']",,,7.5,7,['Unreal Engine 5'],"['Single player', 'Multiplayer', 'Co-operative']",['First person']
Goat Simulator 3,4369,117,4486,93.62%,main_game,1668643200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S']","['Simulator', 'Adventure']",7.0,6.0,7,26,['Unreal Engine 4'],"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
The Room VR: A Dark Matter,3469,82,3551,93.62%,main_game,1585180800,"['SteamVR', 'Oculus VR', 'Oculus Quest', 'Meta Quest 2', 'PlayStation VR', 'PlayStation VR2']","['Puzzle', 'Adventure', 'Indie']",8.3,3.0,7.5,7,['Unity'],['Single player'],['First person']
Frog Detective 3: Corruption at Cowboy County,1612,18,1630,93.62%,main_game,1666828800,"['PC (Microsoft Windows)', 'Mac']","['Adventure', 'Indie']",8.3,1.0,7.1,5,['Unity'],['Single player'],['First person']
Homicipher: Trial,1439,13,1452,93.62%,trial,1685586514,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",,,,,,['Single player'],['First person']
Superflight,10643,394,11037,93.61%,main_game,1510099200,['PC (Microsoft Windows)'],"['Racing', 'Simulator', 'Sport', 'Indie']",,,7.1,20,,['Single player'],['Third person']
There is no game: Jam Edition 2015,6524,208,6732,93.61%,main_game,1558915200,"['PC (Microsoft Windows)', 'Android', 'Mac']","['Adventure', 'Indie']",,,6.7,5,,['Single player'],['Side view']
Metal: Hellsinger,13916,553,14469,93.60%,main_game,1663200000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One']","['Shooter', 'Music', 'Adventure']",8.6,7.0,7.8,62,['Unity'],['Single player'],['First person']
英雄黄昏,2939,63,3002,93.60%,main_game,1632945265,['PC (Microsoft Windows)'],,,,,,,['Single player'],['Text']
missed messages.,14338,574,14912,93.59%,main_game,1556668800,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Adventure', 'Indie', 'Visual Novel']",,,6.3,28,['Unity'],['Single player'],['First person']
Downwell,7710,262,7972,93.59%,main_game,1444780800,"['PC (Microsoft Windows)', 'PlayStation Vita', 'PlayStation 4', 'Android', 'iOS', 'Nintendo Switch']","['Shooter', 'Platform', 'Adventure', 'Indie', 'Arcade']",7.8,9.0,7.6,111,['GameMaker: Studio'],['Single player'],['Side view']
Lethal League Blaze,6025,188,6213,93.59%,main_game,1540339200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Fighting', 'Sport', 'Indie', 'Arcade']",9.0,1.0,9,24,,"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
No Case Should Remain Unsolved,4556,126,4682,93.59%,main_game,1705536000,"['PC (Microsoft Windows)', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie', 'Visual Novel']",,,,,['Unity'],['Single player'],['Text']
Human Fall Flat,193738,10823,204561,93.58%,main_game,1469145600,"['PC (Microsoft Windows)', 'Google Stadia', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'Linux', 'iOS', 'Mac']","['Platform', 'Puzzle', 'Simulator', 'Adventure', 'Indie']",7.3,14.0,7,18,['Unity'],"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",['Third person']
The Jackbox Party Pack 3,5810,179,5989,93.58%,main_game,1476748800,"['PC (Microsoft Windows)', 'Amazon Fire TV', 'PlayStation 4', 'Android', 'Xbox One', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Puzzle', 'Strategy', 'QuizTrivia', 'Indie']",7.8,6.0,8.2,58,,"['Single player', 'Multiplayer', 'Co-operative']",['Text']
Mad Father,4980,144,5124,93.58%,remake,1604534400,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Puzzle', 'Role-playing (RPG)', 'Indie']",,,8,54,['RPG Maker'],['Single player'],['Bird view or Isometric']
Downfall - A Slay the Spire Fan Expansion,3507,85,3592,93.58%,mod,1648166400,['PC (Microsoft Windows)'],"['Indie', 'Role-playing (RPG)', 'Strategy']",,,,,,['Single player'],['Side view']
Echo Point Nova,1486,15,1501,93.58%,main_game,1727136000,['PC (Microsoft Windows)'],"['Shooter', 'Adventure', 'Indie']",,,,,,"['Single player', 'Multiplayer', 'Co-operative']",['First person']
Age of Empires II: Definitive Edition,142088,7775,149863,93.57%,remaster,1573689600,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'Xbox One']","['Real Time Strategy (RTS)', 'Strategy']",7.8,4.0,8.9,144,['Genie Engine'],"['Single player', 'Multiplayer', 'Co-operative']",['Bird view or Isometric']
OPUS: Echo of Starsong - Full Bloom Edition,8039,279,8318,93.56%,main_game,1652227200,"['PC (Microsoft Windows)', 'Xbox One', 'Nintendo Switch']","['Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie', 'Visual Novel']",,,7.8,5,,['Single player'],['Text']
